Crop,Dis,Crop+Dis,long,lati,next_Dis
コンニャク,0,コンニャク0,138.8398762,36.28526347,1
コンニャク,1,コンニャク1,138.838936,36.28603583,1
野菜等,0,野菜等,138.8370282,36.28476707,0
野菜等,0,野菜等,138.8362261,36.28569655,0
不耕作,0,不耕作,138.7928646,36.2989666,0
農地以外,0,農地以外,138.7927988,36.29914426,0
野菜等,0,野菜等,138.7926179,36.29884298,0
不耕作,0,不耕作,138.7889842,36.30081152,0
耕作放棄,0,耕作放棄,138.788594,36.30006806,0
コンニャク,1,コンニャク1,138.7884168,36.30057412,2
コンニャク,1,コンニャク1,138.7877567,36.30080714,3
コンニャク,1,コンニャク1,138.7873019,36.3010269,3
コンニャク,1,コンニャク1,138.7929488,36.30004989,0
野菜等,0,野菜等,138.7925683,36.30017719,0
耕作放棄,0,耕作放棄,138.7922952,36.30030144,0
野菜等,0,野菜等,138.793057,36.2992918,0
コンニャク,2,コンニャク2,138.7927994,36.29961529,2
コンニャク,3,コンニャク3,138.7922235,36.29979462,2
農地以外,0,農地以外,138.7921365,36.30000885,0
農地以外,0,農地以外,138.7919913,36.29973049,0
農地以外,0,農地以外,138.7919246,36.29987114,0
コンニャク,2,コンニャク2,138.7892945,36.29920854,3
コンニャク,2,コンニャク2,138.789103,36.29933525,3
耕作放棄,0,耕作放棄,138.7888161,36.29951011,0
耕作放棄,0,耕作放棄,138.7885372,36.29966786,0
耕作放棄,0,耕作放棄,138.7883653,36.29977666,0
コンニャク,0,コンニャク0,138.790748,36.29977085,1
コンニャク,1,コンニャク1,138.7900512,36.30009325,3
コンニャク,1,コンニャク1,138.7895364,36.29997253,2
野菜等,0,野菜等,138.7893091,36.30028709,0
不耕作,0,不耕作,138.7939334,36.30006947,0
野菜等,0,野菜等,138.7939089,36.30034245,0
不耕作,0,不耕作,138.7936376,36.30024442,0
不耕作,0,不耕作,138.793474,36.30037063,0
野菜等,0,野菜等,138.7931907,36.30036979,0
不耕作,0,不耕作,138.7929907,36.30043498,0
耕作放棄,0,耕作放棄,138.7928033,36.30060781,0
耕作放棄,0,耕作放棄,138.7925188,36.30072829,0
コンニャク,1,コンニャク1,138.793325,36.29997243,1
コンニャク,0,コンニャク0,138.791689,36.2991683,1
野菜等,0,野菜等,138.7912597,36.29921145,0
耕作放棄,0,耕作放棄,138.7908975,36.299331,0
コンニャク,2,コンニャク2,138.791342,36.2997912,1
コンニャク,0,コンニャク0,138.7905698,36.29903618,0
コンニャク,0,コンニャク0,138.7901461,36.29917487,0
コンニャク,3,コンニャク3,138.7897146,36.29894706,0
コンニャク,1,コンニャク1,138.789486,36.29907863,2
耕作放棄,0,耕作放棄,138.7935384,36.29849493,0
農地以外,0,農地以外,138.793236,36.29857641,0
不耕作,0,不耕作,138.7932023,36.29903152,0
野菜等,0,野菜等,138.7929537,36.29849097,0
耕作放棄,0,耕作放棄,138.7842083,36.30444395,0
不耕作,0,不耕作,138.7841267,36.30426513,0
緑肥,0,緑肥,138.7837747,36.30438291,0
不耕作,0,不耕作,138.7835862,36.3043945,0
耕作放棄,0,耕作放棄,138.783995,36.30403246,0
不耕作,0,不耕作,138.78359,36.30412643,0
緑肥,0,緑肥,138.7831236,36.3038311,0
耕作放棄,0,耕作放棄,138.7829441,36.30371791,0
耕作放棄,0,耕作放棄,138.7828478,36.30386033,0
コンニャク,1,コンニャク1,138.7891405,36.30236024,2
コンニャク,1,コンニャク1,138.7885346,36.3024698,2
耕作放棄,0,耕作放棄,138.7880273,36.30251463,0
野菜等,0,野菜等,138.7894052,36.30284533,0
不耕作,0,不耕作,138.7901579,36.30250656,0
緑肥,0,緑肥,138.7850249,36.30380546,0
野菜等,0,野菜等,138.78476,36.30376798,0
コンニャク,2,コンニャク2,138.7909436,36.3009865,2
コンニャク,1,コンニャク1,138.790631,36.30106548,2
コンニャク,1,コンニャク1,138.7905637,36.30145217,2
コンニャク,1,コンニャク1,138.7903029,36.30095153,2
コンニャク,1,コンニャク1,138.7901234,36.30123216,0
コンニャク,1,コンニャク1,138.7898198,36.30132815,1
不耕作,0,不耕作,138.7895457,36.30167436,0
野菜等,0,野菜等,138.7892914,36.30117015,0
コンニャク,2,コンニャク2,138.7889027,36.3015839,2
耕作放棄,0,耕作放棄,138.786961,36.30080227,0
緑肥,0,緑肥,138.7919963,36.30036318,3
コンニャク,2,コンニャク2,138.7914533,36.3005478,2
農地以外,0,農地以外,138.7916253,36.30116649,0
農地以外,0,農地以外,138.7838696,36.30045145,0
野菜等,0,野菜等,138.7861658,36.29845653,0
コンニャク,1,コンニャク1,138.785366,36.29884616,1
コンニャク,1,コンニャク1,138.7851174,36.29913331,1
コンニャク,1,コンニャク1,138.7847036,36.29875893,1
コンニャク,2,コンニャク2,138.7843972,36.29951097,2
不耕作,0,不耕作,138.783905,36.29981565,1
コンニャク,3,コンニャク3,138.7827714,36.30038931,0
耕作放棄,0,耕作放棄,138.7825148,36.30053454,0
コンニャク,2,コンニャク2,138.7885068,36.3016773,3
コンニャク,2,コンニャク2,138.7879532,36.30183123,3
コンニャク,3,コンニャク3,138.7874862,36.30196711,3
コンニャク,2,コンニャク2,138.7909938,36.3017831,1
コンニャク,1,コンニャク1,138.7910091,36.30220628,2
コンニャク,0,コンニャク0,138.7911112,36.30276987,2
農地以外,0,農地以外,138.7912784,36.30317279,0
コンニャク,1,コンニャク1,138.7902733,36.30209738,2
緑肥,0,緑肥,138.789761,36.30223505,1
コンニャク,0,コンニャク0,138.781789,36.30055759,1
コンニャク,1,コンニャク1,138.7820287,36.30094769,1
コンニャク,1,コンニャク1,138.7822375,36.30117832,1
コンニャク,1,コンニャク1,138.7797094,36.3019918,1
コンニャク,1,コンニャク1,138.7792744,36.3021424,1
コンニャク,1,コンニャク1,138.7792224,36.30178954,1
コンニャク,0,コンニャク0,138.7787173,36.30201547,2
コンニャク,2,コンニャク2,138.7786442,36.30234515,2
耕作放棄,0,耕作放棄,138.7781152,36.30240712,0
コンニャク,0,コンニャク0,138.7815995,36.30215272,2
コンニャク,0,コンニャク0,138.7811181,36.30234842,2
コンニャク,1,コンニャク1,138.7804115,36.30250646,2
コンニャク,1,コンニャク1,138.7796274,36.30260384,2
緑肥,0,緑肥,138.7819633,36.30251359,1
緑肥,0,緑肥,138.7814788,36.302741,1
コンニャク,1,コンニャク1,138.7810383,36.30286511,1
コンニャク,1,コンニャク1,138.7808676,36.30290445,1
コンニャク,1,コンニャク1,138.7806089,36.30296297,1
野菜等,0,野菜等,138.7800089,36.30303383,0
野菜等,0,野菜等,138.7794331,36.30309935,0
不耕作,0,不耕作,138.7789993,36.30275635,0
コンニャク,1,コンニャク1,138.7785714,36.30325819,3
コンニャク,0,コンニャク0,138.7789782,36.3032104,0
コンニャク,1,コンニャク1,138.7785167,36.30282545,3
コンニャク,1,コンニャク1,138.7781964,36.30299794,3
不耕作,0,不耕作,138.782215,36.30293164,0
コンニャク,1,コンニャク1,138.78127,36.30160956,1
農地以外,0,農地以外,138.7919353,36.30154802,0
緑肥,0,緑肥,138.7929503,36.30113882,0
耕作放棄,0,耕作放棄,138.7921268,36.30173675,0
耕作放棄,0,耕作放棄,138.7925973,36.30138461,0
緑肥,0,緑肥,138.7924114,36.30197032,0
不耕作,0,不耕作,138.792773,36.30182956,0
耕作放棄,0,耕作放棄,138.7926736,36.30216953,0
野菜等,0,野菜等,138.792911,36.30208294,0
コンニャク,3,コンニャク3,138.7925171,36.29986549,2
コンニャク,3,コンニャク3,138.7922995,36.29962386,2
コンニャク,3,コンニャク3,138.7924492,36.29957652,2
コンニャク,0,コンニャク0,138.7919011,36.29915086,1
コンニャク,0,コンニャク0,138.7920217,36.29911001,1
コンニャク,0,コンニャク0,138.7921904,36.29905702,1
コンニャク,0,コンニャク0,138.7923666,36.29899681,1
コンニャク,0,コンニャク0,138.7925098,36.2989567,1
農地以外,0,農地以外,138.7921152,36.30097925,0
コンニャク,0,コンニャク0,138.7903807,36.29989336,1
耕作放棄,0,耕作放棄,138.7897875,36.30046273,0
野菜等,0,野菜等,138.789069,36.30036757,0
不耕作,0,不耕作,138.7888429,36.30054453,0
耕作放棄,0,耕作放棄,138.7872759,36.30012849,0
コンニャク,1,コンニャク1,138.7879746,36.29990943,2
コンニャク,1,コンニャク1,138.7880975,36.30069189,2
農地以外,0,農地以外,138.7867077,36.30072907,0
緑肥,0,緑肥,138.7863195,36.30302568,2
コンニャク,1,コンニャク1,138.7869226,36.30281991,2
コンニャク,1,コンニャク1,138.787442,36.30266008,1
緑肥,0,緑肥,138.7829347,36.30316948,1
耕作放棄,0,耕作放棄,138.7833686,36.3032268,0
不耕作,0,不耕作,138.7834492,36.30282243,0
緑肥,0,緑肥,138.7838506,36.302971,1
コンニャク,2,コンニャク2,138.7843811,36.30285593,2
コンニャク,2,コンニャク2,138.7850459,36.3026875,2
不耕作,0,不耕作,138.7856533,36.30268094,3
不耕作,0,不耕作,138.7855178,36.30236393,3
不耕作,0,不耕作,138.7859434,36.30243008,2
緑肥,0,緑肥,138.7864608,36.30229008,2
農地以外,0,農地以外,138.7870706,36.30244665,0
耕作放棄,0,耕作放棄,138.7870894,36.30189908,0
野菜等,0,野菜等,138.7865225,36.30140684,0
野菜等,0,野菜等,138.7865683,36.30174751,0
野菜等,0,野菜等,138.7862606,36.301497,0
不耕作,0,不耕作,138.7862647,36.30112126,0
不耕作,0,不耕作,138.7858094,36.3013361,0
緑肥,0,緑肥,138.7856037,36.30171082,1
不耕作,0,不耕作,138.7852293,36.3015939,0
緑肥,0,緑肥,138.7849537,36.30187118,0
コンニャク,0,コンニャク0,138.7842531,36.30168083,2
不耕作,0,不耕作,138.7846787,36.30192583,3
緑肥,0,緑肥,138.7838255,36.30215696,2
緑肥,0,緑肥,138.7834769,36.30231055,0
緑肥,0,緑肥,138.7829379,36.30254971,1
野菜等,0,野菜等,138.7825646,36.30271015,0
農地以外,0,農地以外,138.7824406,36.30222631,3
農地以外,0,農地以外,138.7828037,36.30198156,3
農地以外,0,農地以外,138.7829447,36.30188416,0
農地以外,0,農地以外,138.7831767,36.30173117,0
農地以外,0,農地以外,138.782016,36.30186214,0
農地以外,0,農地以外,138.7822758,36.30168542,0
農地以外,0,農地以外,138.7823963,36.30160516,0
農地以外,0,農地以外,138.7834344,36.30155884,0
農地以外,0,農地以外,138.7837497,36.30140051,0
農地以外,0,農地以外,138.7830507,36.30116093,0
農地以外,0,農地以外,138.7834419,36.30369701,0
不耕作,0,不耕作,138.7836665,36.30364601,1
不耕作,0,不耕作,138.7839503,36.30357772,3
不耕作,0,不耕作,138.7847648,36.30335891,3
不耕作,0,不耕作,138.7855453,36.30312371,3
緑肥,0,緑肥,138.7858058,36.30308061,2
農地以外,0,農地以外,138.7834184,36.30091246,0
農地以外,0,農地以外,138.784034,36.3011969,0
農地以外,0,農地以外,138.7844861,36.30134053,0
野菜等,0,野菜等,138.7834491,36.30439575,0
野菜等,0,野菜等,138.7835524,36.30367293,1
農地以外,0,農地以外,138.7898132,36.30258026,0
野菜等,0,野菜等,138.790425,36.30244672,0
野菜等,0,野菜等,138.792936,36.30176052,0
野菜等,0,野菜等,138.7835571,36.30309878,0
耕作放棄,0,耕作放棄,138.7868718,36.30210964,0
野菜等,0,野菜等,138.7872804,36.30226724,0
野菜等,0,野菜等,138.7911255,36.30066552,2
コンニャク,2,コンニャク2,138.7918361,36.30041143,3
コンニャク,1,コンニャク1,138.7840779,36.30207245,2
コンニャク,0,コンニャク0,138.7844191,36.30208868,2
不耕作,0,不耕作,138.7853987,36.30196092,3
緑肥,0,緑肥,138.785848,36.30173474,1
不耕作,0,不耕作,138.7887094,36.30029065,0
野菜等,0,野菜等,138.7892725,36.30075347,0
耕作放棄,0,耕作放棄,138.7888594,36.29997486,0
野菜等,0,野菜等,138.7895083,36.30067526,0
耕作放棄,0,耕作放棄,138.7891035,36.29988501,0
野菜等,0,野菜等,138.7930717,36.30060045,0
野菜等,0,野菜等,138.7937157,36.30041036,0
耕作放棄,0,耕作放棄,138.7932228,36.29957477,0
不耕作,0,不耕作,138.7931241,36.29877396,0
野菜等,0,野菜等,138.7787891,36.30278838,0
コンニャク,1,コンニャク1,138.7805458,36.30197166,1
コンニャク,0,コンニャク0,138.7831139,36.30018129,1
コンニャク,1,コンニャク1,138.7835482,36.29994495,1
コンニャク,1,コンニャク1,138.785811,36.29867996,1
緑肥,0,緑肥,138.7849238,36.30422612,0
不耕作,0,不耕作,138.7903071,36.30288738,0
野菜等,0,野菜等,138.7905092,36.3026895,0
耕作放棄,0,耕作放棄,138.7867352,36.30120391,0
緑肥,0,緑肥,138.7860354,36.30166527,3
野菜等,0,野菜等,138.7866504,36.30163386,0
野菜等,0,野菜等,138.7863823,36.30173087,0
野菜等,0,野菜等,138.7932658,36.30053613,0
農地以外,0,農地以外,138.7827136,36.30138856,0
野菜等,0,野菜等,138.7905894,36.30241147,0
野菜等,0,野菜等,138.7906725,36.3026548,0
耕作放棄,0,耕作放棄,138.8270059,36.29195656,0
野菜等,0,野菜等,138.8201946,36.2893513,0
耕作放棄,0,耕作放棄,138.8210117,36.28928799,0
コンニャク,3,コンニャク3,138.8207626,36.28973752,2
野菜等,0,野菜等,138.8203541,36.28998894,0
野菜等,0,野菜等,138.8220552,36.28957789,1
コンニャク,0,コンニャク0,138.8225613,36.28981325,1
野菜等,0,野菜等,138.8216176,36.28975118,0
コンニャク,2,コンニャク2,138.8222742,36.29024442,1
不耕作,0,不耕作,138.821371,36.29158041,0
農地以外,0,農地以外,138.8223909,36.29159483,0
コンニャク,3,コンニャク3,138.8249254,36.29050454,2
コンニャク,2,コンニャク2,138.8245494,36.29071654,0
コンニャク,1,コンニャク1,138.8242756,36.29093478,2
コンニャク,1,コンニャク1,138.8215139,36.29038972,1
緑肥,0,緑肥,138.8238883,36.28999551,0
コンニャク,2,コンニャク2,138.8233073,36.29028387,1
野菜等,0,野菜等,138.8230171,36.29050043,0
コンニャク,2,コンニャク2,138.8228086,36.29064551,1
コンニャク,2,コンニャク2,138.8223644,36.29101186,1
耕作放棄,0,耕作放棄,138.8240166,36.2911543,0
不耕作,0,不耕作,138.8237896,36.29130474,0
コンニャク,1,コンニャク1,138.8234058,36.29164059,1
野菜等,0,野菜等,138.8258204,36.29059852,0
コンニャク,1,コンニャク1,138.8264766,36.29094364,1
コンニャク,1,コンニャク1,138.8258126,36.29133458,1
野菜等,0,野菜等,138.8271098,36.2909854,0
コンニャク,2,コンニャク2,138.8269506,36.29126064,0
農地以外,0,農地以外,138.827922,36.29131982,0
不耕作,0,不耕作,138.8266944,36.29146928,0
野菜等,0,野菜等,138.8184319,36.28973835,0
野菜等,0,野菜等,138.8181412,36.28965428,0
野菜等,0,野菜等,138.8162332,36.29046385,0
不耕作,0,不耕作,138.8159368,36.2909766,0
不耕作,0,不耕作,138.815831,36.29072559,0
コンニャク,2,コンニャク2,138.81956,36.29061361,2
野菜等,0,野菜等,138.8186863,36.29062905,0
野菜等,0,野菜等,138.8179262,36.29113427,0
野菜等,0,野菜等,138.8200034,36.29149525,0
不耕作,0,不耕作,138.8269165,36.29238623,0
緑肥,0,緑肥,138.8234669,36.29312925,0
コンニャク,1,コンニャク1,138.8255176,36.29311123,1
コンニャク,3,コンニャク3,138.8250401,36.29280935,2
コンニャク,1,コンニャク1,138.8249028,36.29321373,2
野菜等,0,野菜等,138.8242399,36.29352698,0
緑肥,0,緑肥,138.8197015,36.28971449,2
コンニャク,1,コンニャク1,138.8181953,36.29023505,0
野菜等,0,野菜等,138.8189107,36.28935047,0
野菜等,0,野菜等,138.8157692,36.29284192,0
コンニャク,2,コンニャク2,138.8196992,36.29160049,0
コンニャク,2,コンニャク2,138.8192566,36.29173981,2
野菜等,0,野菜等,138.8187875,36.29189019,0
野菜等,0,野菜等,138.8183712,36.29201645,0
コンニャク,1,コンニャク1,138.8180597,36.29211807,3
コンニャク,1,コンニャク1,138.8177479,36.29220982,2
野菜等,0,野菜等,138.8209186,36.29210112,0
耕作放棄,0,耕作放棄,138.8211345,36.2925764,0
耕作放棄,0,耕作放棄,138.8206581,36.29236704,0
耕作放棄,0,耕作放棄,138.8203682,36.29246156,0
不耕作,0,不耕作,138.819969,36.29227321,0
不耕作,0,不耕作,138.8194194,36.29278531,0
緑肥,0,緑肥,138.8190617,36.29289415,0
コンニャク,3,コンニャク3,138.8186882,36.29300763,0
野菜等,0,野菜等,138.8180605,36.29285304,0
コンニャク,0,コンニャク0,138.8195483,36.2937764,2
野菜等,0,野菜等,138.820681,36.29425103,0
緑肥,0,緑肥,138.8203907,36.2943257,1
コンニャク,0,コンニャク0,138.8192519,36.29465258,1
野菜等,0,野菜等,138.8189034,36.29473689,0
不耕作,0,不耕作,138.8168247,36.2914627,0
コンニャク,1,コンニャク1,138.8163282,36.29162416,3
野菜等,0,野菜等,138.8158011,36.29157956,0
野菜等,0,野菜等,138.8154731,36.29166363,0
野菜等,0,野菜等,138.8156666,36.29207363,0
耕作放棄,0,耕作放棄,138.8152146,36.29174247,0
野菜等,0,野菜等,138.8149583,36.29181303,0
コンニャク,0,コンニャク0,138.8151305,36.29224228,1
緑肥,0,緑肥,138.8143562,36.29238046,2
緑肥,0,緑肥,138.8173564,36.2923484,0
野菜等,0,野菜等,138.8165508,36.29259952,0
野菜等,0,野菜等,138.8161393,36.29272527,0
耕作放棄,0,耕作放棄,138.8159072,36.29389642,0
野菜等,0,野菜等,138.8156278,36.29399276,0
コンニャク,1,コンニャク1,138.8151817,36.29410525,3
野菜等,0,野菜等,138.815321,36.29472748,0
耕作放棄,0,耕作放棄,138.813745,36.29269499,0
耕作放棄,0,耕作放棄,138.813361,36.29290287,0
緑肥,0,緑肥,138.8139897,36.29339174,1
コンニャク,0,コンニャク0,138.8134446,36.29359961,1
コンニャク,1,コンニャク1,138.8146177,36.29422577,2
コンニャク,1,コンニャク1,138.8148199,36.29467087,2
緑肥,0,緑肥,138.8138013,36.29434291,0
コンニャク,3,コンニャク3,138.8130452,36.29446456,0
野菜等,0,野菜等,138.8139424,36.29409833,0
コンニャク,1,コンニャク1,138.8137506,36.29469768,2
コンニャク,1,コンニャク1,138.8134027,36.29482243,2
野菜等,0,野菜等,138.812395,36.29452769,0
野菜等,0,野菜等,138.8111986,36.29494614,0
野菜等,0,野菜等,138.8121974,36.29427085,0
コンニャク,1,コンニャク1,138.8116541,36.29433972,0
野菜等,0,野菜等,138.8112545,36.2943512,0
コンニャク,0,コンニャク0,138.8106404,36.29439957,0
野菜等,0,野菜等,138.8109188,36.29387834,0
野菜等,0,野菜等,138.8098556,36.29419422,0
緑肥,0,緑肥,138.8094039,36.29449304,3
コンニャク,2,コンニャク2,138.808917,36.29434975,3
コンニャク,1,コンニャク1,138.8083709,36.29460238,2
コンニャク,2,コンニャク2,138.8094854,36.29376792,2
野菜等,0,野菜等,138.8099565,36.29497747,0
緑肥,0,緑肥,138.8092023,36.29520551,3
緑肥,0,緑肥,138.8083916,36.29523291,0
不耕作,0,不耕作,138.8096511,36.29536169,0
耕作放棄,0,耕作放棄,138.8093991,36.29560649,0
